"","id","target_child_id","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"2244",1633555,3144,"push this","push this","declarative","v pro:dem","Bloom","Target_Child",2222
"2245",1673589,3144,"who pulled it","who pull it","declarative","pro:int v pro:per","Bloom","Target_Child",3902
"2246",1736470,3330,"awoh camera sticking out here","awoh camera stick out here","declarative","co n part prep n","Brown","Target_Child",181
"2247",1736561,3330,"I push it","I push it","declarative","pro:sub v pro:per","Brown","Target_Child",43
"2248",1736905,3330,"to tie my","to tie my","trail off","inf v det:poss","Brown","Target_Child",67
"2249",1736930,3330,"my shoes is tied","my shoe be tie","declarative","det:poss n aux part","Brown","Target_Child",69
"2250",1737065,3330,"I hanging clothes+line","I hang","declarative","pro:sub part","Brown","Target_Child",77
"2251",1737082,3330,"hanging","hang","trail off","part","Brown","Target_Child",78
"2252",1737565,3330,"Mommy I better go outside and hang yours outside take dose outside","Mommy I good go outside and hang yours outside take those outside","declarative","n:prop pro:sub adv v adv coord v pro:poss adv v det:dem adv","Brown","Target_Child",111
"2253",1737863,3330,"dey hanging","they hang","trail off","pro:sub part","Brown","Target_Child",131
"2254",1737895,3330,"Mommy dis can't hang","Mommy this can hang","declarative","n:prop det:dem mod v","Brown","Target_Child",134
"2255",1737931,3330,"it's can't hang","it can hang","declarative","pro:per mod v","Brown","Target_Child",136
"2256",1738028,3330,"hang it by de heel","hang it by the heel","declarative","v pro:per prep det:art n","Brown","Target_Child",144
"2257",1738276,3330,"it drops","it drop","declarative","pro:per v","Brown","Target_Child",162
"2258",1738381,3330,"something stick me","something stick me","declarative","pro:indef v pro:obj","Brown","Target_Child",24
"2259",1739215,3330,"you drop it on your pretty dress","you drop it on your pretty dress","declarative","pro:per v pro:per prep det:poss adj n","Brown","Target_Child",76
"2260",1739236,3330,"I will pull like dis","I will pull like this","declarative","pro:sub mod v prep pro:dem","Brown","Target_Child",227
"2261",1739304,3330,"I drop","I drop","declarative","pro:sub v","Brown","Target_Child",231
"2262",1739337,3330,"I drop","I drop","declarative","pro:sub v","Brown","Target_Child",233
"2263",1739479,3330,"I will push it back and forth","I will push it back and forth","declarative","pro:sub mod v pro:per adv coord adv","Brown","Target_Child",242
"2264",1740865,3330,"don't stick you with that thing","do stick you with that thing","declarative","mod v pro:per prep det:dem n","Brown","Target_Child",405
"2265",1740881,3330,"don't stick you with that thing","do stick you with that thing","declarative","mod v pro:per prep det:dem n","Brown","Target_Child",406
"2266",1741271,3330,"I drop it on on my footie","I drop it on on my foot","declarative","pro:sub v pro:per adv prep det:poss n","Brown","Target_Child",481
"2267",1741481,3330,"push a button and turn know","push a button and turn know","declarative","v det:art n coord n v","Brown","Target_Child",496
"2268",1741825,3330,"they will stick me in the feather","they will stick me in the feather","question","pro:sub mod v pro:obj prep det:art n","Brown","Target_Child",93
"2269",1742028,3330,"Mommy do you want me hang it on the wall","Mommy do you want me hang it on the wall","question","n:prop v pro:per v pro:obj v pro:per prep det:art n","Brown","Target_Child",493
"2270",1742319,3330,"I got stuck with the knife","I get stick with the knife","declarative","pro:sub aux part prep det:art n","Brown","Target_Child",514
"2271",1742891,3330,"I bought some in the store","I buy some in the store","declarative","pro:sub v qn prep det:art n","Brown","Target_Child",317
"2272",1742947,3330,"I going hang de lines up","I go hang the line up","declarative","pro:sub n:gerund v det:art n adv","Brown","Target_Child",456
"2273",1742987,3330,"hang de lines up","hang the line up","declarative","v det:art n adv","Brown","Target_Child",458
"2274",1743034,3330,"you tie dis","you tie this","declarative","pro:per v pro:dem","Brown","Target_Child",461
"2275",1743066,3330,"tie it","tie it","trail off","v pro:per","Brown","Target_Child",463
"2276",1743728,3330,"dat stuck","that stick","declarative","pro:rel v","Brown","Target_Child",48
"2277",1743747,3330,"stuck","stick","declarative","v","Brown","Target_Child",49
"2278",1743772,3330,"xxx stuck","stick","declarative","v","Brown","Target_Child",51
"2279",1743854,3330,"Adam will hang dose","Adam will hang those","declarative","n:prop mod v det:dem","Brown","Target_Child",510
"2280",1743862,3330,"xxx choose some toys","choose some toy","declarative","v qn n","Brown","Target_Child",649
"2281",1743895,3330,"Mommy hold dem","Mommy hold them","declarative","n:prop v pro:obj","Brown","Target_Child",651
"2282",1743897,3330,"you hang handkerchief","you hang handkerchief","declarative","pro:per v n","Brown","Target_Child",513
"2283",1743913,3330,"I will hang","I will hang","trail off","pro:sub mod v","Brown","Target_Child",514
"2284",1743963,3330,"he bites sometimes","he bite sometimes","declarative","pro:sub v adv","Brown","Target_Child",66
"2285",1743985,3330,"I need to hang dese","I need to hang these","declarative","pro:sub v inf v det:dem","Brown","Target_Child",518
"2286",1744080,3330,"push it","push it","declarative","v pro:per","Brown","Target_Child",623
"2287",1744302,3330,"Mommy I hang hanging de laundry up","Mommy I hang the laundry up","declarative","n:prop pro:sub part det:art n adv","Brown","Target_Child",535
"2288",1744321,3330,"Mommy I hanging de laundry up","Mommy I hang the laundry up","declarative","n:prop pro:sub part det:art n adv","Brown","Target_Child",536
"2289",1744369,3330,"I hanging de laundry","I hang the laundry","declarative","pro:sub part det:art n","Brown","Target_Child",539
"2290",1744381,3330,"I cutting I hanging de laundry","I hang the laundry","declarative","pro:sub part det:art n","Brown","Target_Child",540
"2291",1744720,3330,"sticks break","stick break","declarative","v n","Brown","Target_Child",274
"2292",1745263,3330,"Mommy I never drop a watch","Mommy I never drop a watch","declarative","n:prop pro:sub adv v det:art n","Brown","Target_Child",138
"2293",1745317,3330,"what she pushing","what she push","question","pro:int pro:sub part","Brown","Target_Child",596
"2294",1745876,3330,"he check hisself","he check himself","declarative","pro:sub v pro:refl","Brown","Target_Child",25
"2295",1745944,3330,"and the people drop it in the water get right out","and the person drop it in the water get right out","declarative","coord det:art n v pro:per prep det:art n v adv adv","Brown","Target_Child",187
"2296",1746308,3330,"push de mule","push the mule","declarative","v det:art n","Brown","Target_Child",202
"2297",1746323,3330,"push de rock over","push the rock over","declarative","v det:art n adv","Brown","Target_Child",203
"2298",1747137,3330,"xxx tie my shoe","tie my shoe","declarative","v det:poss n","Brown","Target_Child",693
"2299",1747146,3330,"do you want me let dem bite my finger","do you want me let them bite my finger","question","mod pro:per v pro:obj v pro:obj v det:poss n","Brown","Target_Child",566
"2300",1747273,3330,"do you want me kick a car","do you want me kick a car","question","mod pro:per v pro:obj v det:art n","Brown","Target_Child",245
"2301",1747338,3330,"stuck a feather in her cap","stick a feather in her cap","declarative","v det:art n prep det:poss n","Brown","Target_Child",706
"2302",1747585,3330,"Mommy do you want me kick you down and broke your crown","Mommy do you want me kick you down and break your crown","question","n:prop v pro:per v pro:obj v pro:per adv coord v det:poss n","Brown","Target_Child",822
"2303",1747632,3330,"Mommy pull it","Mommy pull it","declarative","n:prop v pro:per","Brown","Target_Child",267
"2304",1747647,3330,"pull it Mommy","pull it Mommy","declarative","v pro:per n:prop","Brown","Target_Child",268
"2305",1747765,3330,"do you stick dem together","do you stick them together","question","mod pro:per v pro:obj adv","Brown","Target_Child",249
"2306",1747792,3330,"why you pull out","why you pull out","question","pro:int pro:per v adv","Brown","Target_Child",291
"2307",1748287,3330,"I would like to buy some crayons so","I will like to buy some crayon so","declarative","pro:sub mod v inf v qn n adv","Brown","Target_Child",29
"2308",1748606,3330,"that is sticking out","that be stick out","declarative","pro:rel aux part adv","Brown","Target_Child",5
"2309",1748675,3330,"something sticking out","something stick out","declarative","pro:indef part adv","Brown","Target_Child",8
"2310",1748816,3330,"I push it","I push it","declarative","pro:sub v pro:per","Brown","Target_Child",351
"2311",1748844,3330,"I push it","I push it","trail off","pro:sub v pro:per","Brown","Target_Child",352
"2312",1749023,3330,"tickles me","tickle me","declarative","v pro:obj","Brown","Target_Child",27
"2313",1749056,3330,"I stick Paul","I stick Paul","declarative","pro:sub v n:prop","Brown","Target_Child",3
"2314",1749145,3330,"do you want me kick out","do you want me kick out","question","mod pro:per v pro:obj v adv","Brown","Target_Child",351
"2315",1749185,3330,"kick car","kick car","declarative","v n","Brown","Target_Child",353
"2316",1749406,3330,"you push it","you push it","declarative","pro:per v pro:per","Brown","Target_Child",535
"2317",1749518,3330,"drop it in the hand","drop it in the hand","declarative","v pro:per prep det:art n","Brown","Target_Child",928
"2318",1749557,3330,"why always push this down","why always push this down","question","pro:rel adv v det:dem adv","Brown","Target_Child",391
"2319",1749744,3330,"oh dear I hafta buy another one","oh dear I have buy another one","declarative","co co pro:sub mod v qn pro:indef","Brown","Target_Child",978
"2320",1749786,3330,"what is that in it to hold it","what be that in it to hold it","question","pro:int cop pro:dem prep pro:per inf v pro:per","Brown","Target_Child",397
"2321",1750084,3330,"can I push Bozo","can I push Bozo","question","mod pro:sub v n:prop","Brown","Target_Child",419
"2322",1750111,3330,"to push de snow","to push the snow","declarative","inf v det:art n","Brown","Target_Child",414
"2323",1750143,3330,"how how why dat's to push de snow","why that to push the snow","question","pro:int pro:rel inf v det:art n","Brown","Target_Child",416
"2324",1750210,3330,"I will hold it","I will hold it","declarative","pro:sub mod v pro:per","Brown","Target_Child",130
"2325",1750236,3330,"dat push it","that push it","question","pro:dem v pro:per","Brown","Target_Child",419
"2326",1750341,3330,"when Mommy buy buy me cover wagon when I broke it","when Mommy buy me cover wagon when I break it","declarative","conj n:prop v pro:obj n n conj pro:sub v pro:per","Brown","Target_Child",425
"2327",1750383,3330,"Mommy buy me some","Mommy buy me some","declarative","n:prop v pro:obj qn","Brown","Target_Child",427
"2328",1750401,3330,"Mommy don't let me buy some","Mommy do let me buy some","declarative","n:prop mod v pro:obj v qn","Brown","Target_Child",428
"2329",1750884,3330,"and somebody pull it","and somebody pull it","declarative","coord pro:indef v pro:per","Brown","Target_Child",405
"2330",1750908,3330,"see something pull it","see something pull it","question","v pro:indef v pro:per","Brown","Target_Child",406
"2331",1750936,3330,"hold it","hold it","question","v pro:per","Brown","Target_Child",459
"2332",1750985,3330,"and the car and the car is pulling something big","and the car be pull something big","declarative","coord det:art n aux part pro:indef adj","Brown","Target_Child",410
"2333",1750994,3330,"what I push it down","what I push it down","question","pro:int pro:sub v pro:per adv","Brown","Target_Child",777
"2334",1751118,3330,"why it's tied","why it tie","question","pro:int pro:per part","Brown","Target_Child",469
"2335",1751143,3330,"who tied it","who tie it","question","pro:int v pro:per","Brown","Target_Child",470
"2336",1751219,3330,"where small trailer he should pull","where small trailer he should pull","question","pro:int adj n pro:sub mod v","Brown","Target_Child",422
"2337",1751360,3330,"a wagon pulling up","a wagon pull up","declarative","det:art n part adv","Brown","Target_Child",930
"2338",1752292,3330,"hold dat on your bowl","hold that on your bowl","declarative","v pro:dem prep det:poss n","Brown","Target_Child",1116
"2339",1752308,3330,"hold dat on your bowl","hold that on your bowl","declarative","v pro:dem prep det:poss n","Brown","Target_Child",1117
"2340",1752312,3330,"why he pulling it","why he pull it","question","pro:int pro:sub part pro:per","Brown","Target_Child",477
"2341",1752324,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1118
"2342",1752343,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1119
"2343",1752345,3330,"why he pulling it","why he pull it","question","pro:int pro:sub part pro:per","Brown","Target_Child",479
"2344",1752362,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1120
"2345",1752365,3330,"sell balloons","sell balloon","declarative","v n","Brown","Target_Child",982
"2346",1752379,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1121
"2347",1752396,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1122
"2348",1752413,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1123
"2349",1752432,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1124
"2350",1752452,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1125
"2351",1752472,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1126
"2352",1752490,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1127
"2353",1752512,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1128
"2354",1752530,3330,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",1129
"2355",1752537,3330,"how you push it down","how you push it down","question","pro:int pro:per v pro:per adv","Brown","Target_Child",694
"2356",1752635,3330,"I can hang it on my wall","I can hang it on my wall","declarative","pro:sub mod v pro:per prep det:poss n","Brown","Target_Child",405
"2357",1752743,3330,"she hasta buy you another one","she have buy you another one","declarative","pro:sub mod v pro:per qn pro:indef","Brown","Target_Child",1142
"2358",1752763,3330,"she hasta buy you another one","she have buy you another one","declarative","pro:sub mod v pro:per qn pro:indef","Brown","Target_Child",1143
"2359",1753109,3330,"dey just stick my feets","they just stick my foot","declarative","pro:sub adv v det:poss n","Brown","Target_Child",581
"2360",1754142,3330,"I kick it","I kick it","declarative","pro:sub v pro:per","Brown","Target_Child",782
"2361",1754308,3330,"you pushed it back","you push it back","declarative","pro:per v pro:per adv","Brown","Target_Child",653
"2362",1754447,3330,"and push it","and push it","declarative","coord v pro:per","Brown","Target_Child",968
"2363",1754485,3330,"you push down and play with de","you push down and play with the","trail off","pro:per v adv coord n prep det:art","Brown","Target_Child",970
"2364",1754585,3330,"I going show it over you today and xxx punch and punching down","I go show it over you today and punch and punch down","declarative","pro:sub part n pro:per adv pro:per adv:tem coord n coord part adv","Brown","Target_Child",1240
"2365",1754590,3330,"I kicking my footie ballie","I kick my foot ball","declarative","pro:sub part det:poss n n","Brown","Target_Child",807
"2366",1754654,3330,"can I stick my foot in my ballie","can I stick my foot in my ball","question","mod pro:sub v det:poss n prep det:poss n","Brown","Target_Child",810
"2367",1754675,3330,"can I stick my footie in the ballie","can I stick my foot in the ball","question","mod pro:sub v det:poss n prep det:art n","Brown","Target_Child",811
"2368",1754730,3330,"I punch this","I punch this","declarative","pro:sub v pro:dem","Brown","Target_Child",298
"2369",1754762,3330,"Mommy I going pull it out","Mommy I go pull it out","declarative","n:prop pro:sub n:gerund v pro:per adv","Brown","Target_Child",986
"2370",1754923,3330,"that's why I don't pull it too fast","that why I do pull it too fast","declarative","pro:dem pro:int pro:sub mod v pro:per adv adv","Brown","Target_Child",617
"2371",1755434,3330,"you don't needta hold my hand","you do need hold my hand","declarative","pro:per mod v v det:poss n","Brown","Target_Child",644
"2372",1755505,3330,"it sticks to my house","it stick to my house","declarative","pro:per v prep det:poss n","Brown","Target_Child",416
"2373",1755718,3330,"I dropped em","I drop them","declarative","pro:sub v pro:obj","Brown","Target_Child",1037
"2374",1756242,3330,"I push the chair back I don't need it","I push the chair back I do need it","declarative","pro:sub v det:art n adv pro:sub mod v pro:per","Brown","Target_Child",137
"2375",1756658,3330,"to hang a clothes+line","to hang a","declarative","inf v det:art","Brown","Target_Child",1215
"2376",1756917,3330,"can I pull it","can I pull it","question","mod pro:sub v pro:per","Brown","Target_Child",501
"2377",1757006,3330,"I will push you back","I will push you back","declarative","pro:sub mod v pro:per adv","Brown","Target_Child",1236
"2378",1757188,3330,"why it stick","why it stick","question","pro:int pro:per v","Brown","Target_Child",1115
"2379",1757276,3330,"I going lick dis a little","I go lick this a little","declarative","pro:sub n:gerund v det:dem det:art adj","Brown","Target_Child",1120
"2380",1757288,3330,"dis can't stick Celia","this can stick Celia","declarative","pro:dem mod v n:prop","Brown","Target_Child",1121
"2381",1757733,3330,"what we can hang it on","what we can hang it on","question","pro:int pro:sub mod v pro:per adv","Brown","Target_Child",836
"2382",1757872,3330,"we going hang it cross a xxx","we go hang it cross a","declarative","pro:sub n:gerund v pro:per v det:art","Brown","Target_Child",843
"2383",1757887,3330,"can we hang it","can we hang it","question","mod pro:sub v pro:per","Brown","Target_Child",844
"2384",1757904,3330,"you tickle me","you tickle me","declarative","pro:per v pro:obj","Brown","Target_Child",1286
"2385",1758014,3330,"what am I hang","what be I hang","question","pro:int cop pro:sub v","Brown","Target_Child",852
"2386",1758050,3330,"what am I hang up","what be I hang up","question","pro:int cop pro:sub v adv","Brown","Target_Child",854
"2387",1758101,3330,"you may push it up some more","you may push it up some more","declarative","pro:per mod v pro:per adv qn pro:indef","Brown","Target_Child",999
"2388",1758243,3330,"tie my shoe","tie my shoe","declarative","v det:poss n","Brown","Target_Child",1307
"2389",1758251,3330,"is the man still stuck","be the man still stick","question","cop det:art n adv v","Brown","Target_Child",494
"2390",1758267,3330,"Momma where I drop em","Momma where I drop them","question","n:prop pro:rel pro:sub v pro:obj","Brown","Target_Child",866
"2391",1758817,3330,"no dis not shirt hanging","no this not shirt hang","declarative","qn det:dem neg n part","Brown","Target_Child",1342
"2392",1759086,3330,"it's not hanging","it not hang","declarative","pro:per neg part","Brown","Target_Child",1357
"2393",1759119,3330,"it's not hanging","it not hang","declarative","pro:per neg part","Brown","Target_Child",1359
"2394",1759364,3330,"I teach him how to walk on dat","I teach him how to walk on that","declarative","pro:sub v pro:obj pro:int inf v prep pro:dem","Brown","Target_Child",933
"2395",1759547,3330,"tie my shoe","tie my shoe","declarative","v det:poss n","Brown","Target_Child",140
"2396",1759565,3330,"tie my shoe","tie my shoe","declarative","v det:poss n","Brown","Target_Child",141
"2397",1759846,3330,"dey are sticking out my head everywhere","they be stick out my head everywhere","declarative","pro:sub aux part prep det:poss n n","Brown","Target_Child",51
"2398",1759992,3330,"will you hold it","will you hold it","question","mod pro:per v pro:per","Brown","Target_Child",626
"2399",1760053,3330,"I not pushing your pie away","I not push your pie away","declarative","pro:sub neg part det:poss n adv","Brown","Target_Child",168
"2400",1760539,3330,"do you want me tie dat round round dere","do you want me tie that round round there","question","mod pro:per v pro:obj v det:dem n adv adv","Brown","Target_Child",993
"2401",1760565,3330,"do you want me tie dat round round dere","do you want me tie that round round there","question","mod pro:per v pro:obj v det:dem n adv adv","Brown","Target_Child",995
"2402",1760587,3330,"do you want me tie dat round dere","do you want me tie that round there","question","mod pro:per v pro:obj v pro:dem adv adv","Brown","Target_Child",996
"2403",1760600,3330,"do you want me tie dat round dere","do you want me tie that round there","question","mod pro:per v pro:obj v pro:dem adv adv","Brown","Target_Child",997
"2404",1760611,3330,"do you want me tie dat round dere","do you want me tie that round there","question","mod pro:per v pro:obj v pro:dem adv adv","Brown","Target_Child",998
"2405",1760961,3330,"we buy new one","we buy new one","declarative","pro:sub v adj pro:indef","Brown","Target_Child",1021
"2406",1760969,3330,"why he hanging","why he hang","question","pro:int pro:sub part","Brown","Target_Child",687
"2407",1761036,3330,"you push it and it goes up","you push it and it go up","declarative","pro:per v pro:per coord pro:per v adv","Brown","Target_Child",691
"2408",1761106,3330,"to buy some groceries","to buy some grocery","declarative","inf v qn n","Brown","Target_Child",423
"2409",1761409,3330,"what is dat stick","what be that stick","question","pro:int cop pro:dem v","Brown","Target_Child",1047
"2410",1761502,3330,"they sell ham not scrambled eggs","they sell ham not scramble egg","declarative","pro:sub v n neg part n","Brown","Target_Child",885
"2411",1761643,3330,"dey buy some more scrambled eggs","they buy some more scramble egg","declarative","pro:sub v qn qn part n","Brown","Target_Child",892
"2412",1761792,3330,"it's stuck","it stick","declarative","pro:per part","Brown","Target_Child",163
"2413",1761806,3330,"before a truck kick the car","before a truck kick the car","declarative","prep det:art n v det:art n","Brown","Target_Child",464
"2414",1761999,3330,"my daddy bought my Humpty_Dumpty","my daddy buy my Humpty_Dumpty","declarative","det:poss n v det:poss n:prop","Brown","Target_Child",1221
"2415",1762067,3330,"I dropped caboose","I drop caboose","declarative","pro:sub v n","Brown","Target_Child",1088
"2416",1762311,3330,"dey are holding it see","they be hold it see","question","pro:sub aux part pro:per v","Brown","Target_Child",1102
"2417",1762479,3330,"I want Mommy to buy a dress like that","I want Mommy to buy a dress like that","declarative","pro:sub v n:prop inf v det:art n prep pro:dem","Brown","Target_Child",776
"2418",1762571,3330,"don't pull","do pull","declarative","mod v","Brown","Target_Child",1119
"2419",1762680,3330,"stuck a feather","stick a feather","declarative","v det:art n","Brown","Target_Child",1443
"2420",1762921,3330,"do you want me pull Ursula hair","do you want me pull Ursula hair","question","mod pro:per v pro:obj v n:prop n","Brown","Target_Child",1458
"2421",1763396,3330,"I bump","I bump","declarative","pro:sub v","Brown","Target_Child",1174
"2422",1763772,3330,"push it right down","push it right down","declarative","v pro:per adv adv","Brown","Target_Child",1334
"2423",1763785,3330,"will you push it right down","will you push it right down","question","mod pro:per v pro:per adv adv","Brown","Target_Child",1335
"2424",1763821,3330,"push it right down","push it right down","declarative","v pro:per adv adv","Brown","Target_Child",1337
"2425",1763875,3330,"will you push it right back in","will you push it right back in","question","mod pro:per v pro:per adj adj adv","Brown","Target_Child",1341
"2426",1764003,3330,"bit bit bit bit bit","bite bit bit bit bit","declarative","v n n n n","Brown","Target_Child",1025
"2427",1764008,3330,"what is dose sticking out huh","what be those stick out huh","question","pro:int cop pro:dem part adv co","Brown","Target_Child",292
"2428",1764067,3330,"tie it like dat for what","tie it like that for what","declarative","v pro:per co pro:dem prep pro:int","Brown","Target_Child",53
"2429",1764098,3330,"oh Paul has his foot sticking out","oh Paul have his foot stick out","declarative","co n:prop v det:poss n part adv","Brown","Target_Child",1030
"2430",1764192,3330,"no don't tie it","no do tie it","declarative","co mod v pro:per","Brown","Target_Child",61
"2431",1764198,3330,"punch a punch a punch","punch a punch a punch","declarative","v det:art n det:art n","Brown","Target_Child",824
"2432",1764213,3330,"punch a punch a punch","punch a punch a punch","declarative","v det:art n det:art n","Brown","Target_Child",825
"2433",1764295,3330,"now pull what how","now pull what how","question","adv v pro:int pro:rel","Brown","Target_Child",66
"2434",1764307,3330,"now pull where how","now pull where how","question","adv v pro:int pro:rel","Brown","Target_Child",67
"2435",1764460,3330,"I drop it in your hand","I drop it in your hand","declarative","pro:sub v pro:per prep det:poss n","Brown","Target_Child",888
"2436",1764535,3330,"better drop a a fish fork","good drop a a fish fork","declarative","adv v det:art det:art n n","Brown","Target_Child",892
"2437",1764592,3330,"we all bumped self and noses","we all bump self and nose","declarative","pro:sub post v n coord n","Brown","Target_Child",1240
"2438",1764628,3330,"and bump a noses","and bump a nose","question","coord v det:art n","Brown","Target_Child",1242
"2439",1764639,3330,"you turn it so I can check de airplane","you turn it so I can check the airplane","declarative","pro:per v pro:per conj pro:sub mod v det:art n","Brown","Target_Child",415
"2440",1764709,3330,"when I push this","when I push this","declarative","conj pro:sub v pro:dem","Brown","Target_Child",1185
"2441",1764881,3330,"pull it up","pull it up","declarative","v pro:per adv","Brown","Target_Child",97
"2442",1765175,3330,"clean my toes sticking out","clean my toe stick out","question","v det:poss n part adv","Brown","Target_Child",1267
"2443",1765204,3330,"you may buy me one of dese","you may buy me one of these","declarative","pro:per mod v pro:obj pro:indef prep pro:dem","Brown","Target_Child",1273
"2444",1765328,3330,"you hold it so I can mix it","you hold it so I can mix it","declarative","pro:per v pro:per conj pro:sub mod v pro:per","Brown","Target_Child",1281
"2445",1765338,3330,"tie it so it's will be a fishing rod","tie it so it will be a fish rod","declarative","v pro:per adv pro:per mod cop det:art n:gerund n","Brown","Target_Child",890
"2446",1765386,3330,"tie dis please","tie this please","declarative","v det:dem co","Brown","Target_Child",893
"2447",1765401,3330,"tie dis","tie this","declarative","v pro:dem","Brown","Target_Child",894
"2448",1765488,3330,"pull it back up","pull it back up","declarative","v pro:per adv adv","Brown","Target_Child",131
"2449",1765557,3330,"where you push it","where you push it","question","pro:int pro:per v pro:per","Brown","Target_Child",1432
"2450",1765667,3330,"so I so I dropped de screw out_of it","so I drop the screw out_of it","declarative","co pro:sub v det:art n prep pro:per","Brown","Target_Child",1300
"2451",1765839,3330,"I pulling a wagon","I pull a wagon","declarative","pro:sub part det:art n","Brown","Target_Child",689
"2452",1766112,3330,"why you holding your things in","why you hold your thing in","question","pro:int pro:per part det:poss n adv","Brown","Target_Child",704
"2453",1766140,3330,"truck stuck","truck stick","declarative","n v","Brown","Target_Child",940
"2454",1766156,3330,"how did that get stuck","how do that get stick","question","pro:int mod pro:rel aux part","Brown","Target_Child",941
"2455",1766246,3330,"what are dose on his head sticking out","what be those on his head stick out","declarative","pro:int cop pro:dem prep det:poss n part adv","Brown","Target_Child",689
"2456",1766268,3330,"I gonna check Paul","I go check Paul","declarative","pro:sub part v n:prop","Brown","Target_Child",1270
"2457",1766486,3330,"I forgot to buy some soup","I forget to buy some soup","declarative","pro:sub v inf v qn n","Brown","Target_Child",1002
"2458",1766579,3330,"push your foot","push your foot","question","v det:poss n","Brown","Target_Child",56
"2459",1766742,3330,"that's what I bought today","that what I buy today","declarative","pro:dem pro:int pro:sub v adv:tem","Brown","Target_Child",1017
"2460",1766861,3330,"don't kick my box","do kick my box","declarative","mod v det:poss n","Brown","Target_Child",1303
"2461",1766897,3330,"a man come and check de mail","a man come and check the mail","declarative","det:art n v coord v det:art n","Brown","Target_Child",1359
"2462",1767205,3330,"can de horsie pull over de wagon","can the horse pull over the wagon","question","mod det:art n v adv det:art n","Brown","Target_Child",766
"2463",1767253,3330,"he can pull de wagon","he can pull the wagon","declarative","pro:sub mod v det:art n","Brown","Target_Child",769
"2464",1767497,3330,"dis won't stick","this will stick","declarative","pro:dem mod v","Brown","Target_Child",756
"2465",1767513,3330,"we can hang him Mommy","we can hang him Mommy","declarative","pro:sub mod v pro:obj n:prop","Brown","Target_Child",757
"2466",1767536,3330,"we can hang him","we can hang him","declarative","pro:sub mod v pro:obj","Brown","Target_Child",758
"2467",1768045,3330,"he all tied up Mommy","he all tie up Mommy","declarative","pro:sub post v adv n:prop","Brown","Target_Child",1041
"2468",1768063,3330,"who tied him","who tie him","question","pro:int v pro:obj","Brown","Target_Child",1042
"2469",1768077,3330,"the Indians tied him","the Indians tie him","declarative","det:art n:prop v pro:obj","Brown","Target_Child",1043
"2470",1768206,3330,"are they going to tie me up","be they go to tie me up","question","cop pro:sub part inf v pro:obj adv","Brown","Target_Child",1050
"2471",1768229,3330,"de cowboys tied dem up and they'll beat him","the tie them up and they beat him","declarative","det:art v pro:obj adv coord pro:sub v pro:obj","Brown","Target_Child",1051
"2472",1768407,3330,"now push these up","now push these up","declarative","adv v det:dem adv","Brown","Target_Child",103
"2473",1768455,3330,"watch out he's gonna bump","watch out he go bump","declarative","v adv pro:sub part v","Brown","Target_Child",292
"2474",1768619,3330,"now push dis one up","now push this one up","declarative","adv v det:dem pro:indef adv","Brown","Target_Child",117
"2475",1768700,3330,"could I pull this please","could I pull this please","question","mod pro:sub v det:dem co","Brown","Target_Child",310
"2476",1768820,3330,"now we hafta push dat one","now we have push that one","declarative","adv pro:sub mod v det:dem pro:indef","Brown","Target_Child",131
"2477",1768834,3330,"I will glue that together","I will glue that together","declarative","pro:sub mod v comp adv","Brown","Target_Child",1096
"2478",1768847,3330,"push two up now","push two up now","declarative","v det:num adv adv","Brown","Target_Child",133
"2479",1768922,3330,"it's going pull me","it go pull me","declarative","pro:per part v pro:obj","Brown","Target_Child",846
"2480",1768966,3330,"now let's push two up","now let push two up","declarative","adv v v det:num adv","Brown","Target_Child",141
"2481",1769324,3330,"did you hear it bump","do you hear it bump","question","mod pro:per v pro:per v","Brown","Target_Child",226
"2482",1769390,3330,"he thinks you cut it off and den you tie it back on","he think you cut it off and then you tie it back on","question","pro:sub v pro:per v pro:per adv coord adv:tem pro:per v pro:per adv adv","Brown","Target_Child",359
"2483",1769606,3330,"help stuck in the tree","help stick in the tree","declarative","n v prep det:art n","Brown","Target_Child",629
"2484",1769729,3330,"Mommy dey going to push de thing open","Mommy they go to push the thing open","question","n:prop pro:sub part inf v det:art n adj","Brown","Target_Child",907
"2485",1769851,3330,"it's hanging up","it hang up","declarative","pro:per part adv","Brown","Target_Child",1548
"2486",1770384,3330,"see don't hold it","see do hold it","declarative","co mod v pro:per","Brown","Target_Child",251
"2487",1770468,3330,"I don't know how to tie it","I do know how to tie it","declarative","pro:sub mod v pro:int inf v pro:per","Brown","Target_Child",308
