"","id","target_child_id","target_child_age","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"700",1017486,2658,43.8222550771063,"and I gave you a whole lot of cans of milk and here's a lotta whole lot of jars","and I give you a whole lot of can of milk and here a whole lot of jar","declarative","coord pro:sub v pro:per det:art adj n prep n prep n coord pro:exist det:art adj n prep n","Gleason","Target_Child",680
"701",1019046,2658,43.8222550771063,"you won't be so excited cause I'll give you chicken noodle soup","you will be so excite cause I give you chicken noodle soup","declarative","pro:per mod cop adv part n pro:sub v pro:per n n n","Gleason","Target_Child",798
"702",1020780,2622,48.0009856465225,"and now she's giving him some hot supper","and now she give him some hot supper","declarative","coord adv pro:sub part pro:obj qn adj n","Gleason","Target_Child",279
"703",1021184,2622,48.0009856465225,"gives out snacks","give out snack","declarative","v adv n","Gleason","Target_Child",312
"704",1040262,2632,48.0009856465225,"and then you give me money and sometime you bring that money back and I give you some of this money","and then you give me money and sometime you bring that money back and I give you some of this money","declarative","coord adv:tem pro:per v pro:obj n coord adv pro:per v det:dem n adv coord pro:sub v pro:per qn prep det:dem n","Gleason","Target_Child",370
"705",1040332,2632,48.0009856465225,"I give you a little bit of a start to come back to your house","I give you a little bit of a start to come back to your house","declarative","pro:sub v pro:per det:art adj n prep det:art v inf v adv prep det:poss n","Gleason","Target_Child",380
"706",1045031,2640,38.6907328692581,"okay can you can you give me a tissue","can you give me a tissue","question","mod pro:per v pro:obj det:art n","Gleason","Target_Child",364
"707",1045277,2640,38.6907328692581,"then you can then come over to my store and I'll give you some more of things","then you can then come over to my store and I give you some more of thing","declarative","adv:tem pro:per mod adv:tem v adv prep det:poss n coord pro:sub v pro:per qn qn prep n","Gleason","Target_Child",389
"708",1059656,2725,45.7894412616275,"they give it to me","they give it to me","declarative","pro:sub v pro:per prep pro:obj","HSLLD","Target_Child",103
"709",1060560,2725,45.7894412616275,"who gave this to me","who give this to me","question","pro:int v det:dem inf pro:obj","HSLLD","Target_Child",183
"710",1060614,2725,45.7894412616275,"who give to me who give this to me","who give this to me","question","pro:rel v det:dem inf pro:obj","HSLLD","Target_Child",189
"711",1063300,2725,44.6908560750734,"give it turn","give it turn","declarative","v pro:per v","HSLLD","Target_Child",161
"712",1066267,2725,47.5594981416456,"what when are you gonna give me the bubbles","when be you go give me the bubble","question","conj aux pro:per part v pro:obj det:art n","HSLLD","Target_Child",129
"713",1066302,2725,47.5594981416456,"when are you gonna give me the bubbles","when be you go give me the bubble","question","conj aux pro:per part v pro:obj det:art n","HSLLD","Target_Child",133
"714",1069569,2725,43.1651573954291,"please give me a piece of that","please give me a piece of that","question","co v pro:obj det:art n prep pro:dem","HSLLD","Target_Child",9
"715",1074598,2725,44.6908560750734,"they give me a picture","they give me a picture","declarative","pro:sub v pro:obj det:art n","HSLLD","Target_Child",10
"716",1074731,2725,51.2967412061849,"gave me a big needle","give me a big needle","declarative","v pro:obj det:art adj n","HSLLD","Target_Child",41
"717",1074757,2725,51.2967412061849,"gave me a sticker","give me a stick","declarative","v pro:obj det:art n","HSLLD","Target_Child",44
"718",1077025,2725,45.5266021889567,"alright give me the fish","alright give me the fish","declarative","co v pro:obj det:art n","HSLLD","Target_Child",1
"719",1077043,2725,45.5266021889567,"you give me a big big big","you give me a big big big","declarative","pro:per v pro:obj det:art adj adj adj","HSLLD","Target_Child",9
"720",1077046,2725,45.5266021889567,"you gonna give me a big big big big chicken mommy","you go give me a big big big big chicken mommy","question","pro:per part v pro:obj det:art adj adj adj adj n n","HSLLD","Target_Child",10
"721",1077190,2725,45.5266021889567,"I thought you was gonna give me some","I think you be go give me some","question","pro:sub v pro:per aux part v pro:obj qn","HSLLD","Target_Child",53
"722",1077310,2725,45.5266021889567,"you gave me some","you give me some","question","pro:per v pro:obj qn","HSLLD","Target_Child",76
"723",1078308,2725,46.4609129550915,"mommy give me that and I'll give it to her","mommy give me that and I give it to her","declarative","n v pro:obj adv coord pro:sub v pro:per inf pro:obj","HSLLD","Target_Child",75
"724",1078676,2725,43.657980656687,"you gave me candy","you give me candy","declarative","pro:per v pro:obj n","HSLLD","Target_Child",190
"725",1078697,2725,45.5266021889567,"Mommy you didn't give me no bread","Mommy you do give me no bread","imperative_emphatic","n:prop pro:per mod v pro:obj qn n","HSLLD","Target_Child",275
"726",1079124,2725,47.6909176779811,"give me a light bulb","give me a light bulb","declarative","v pro:obj det:art n n","HSLLD","Target_Child",23
"727",1079331,2725,46.4937678391753,"and give me a spoon","and give me a spoon","declarative","coord v pro:obj det:art n","HSLLD","Target_Child",245
"728",1079338,2725,46.4937678391753,"give me a spoon","give me a spoon","declarative","v pro:obj det:art n","HSLLD","Target_Child",246
"729",1081392,2725,49.3952647898314,"Brian will you give the croutons to me","Brian will you give the crouton to me","question","n:prop mod pro:per v det:art n prep pro:obj","HSLLD","Target_Child",173
"730",1082974,2725,48.6252284441159,"F F Father_name don't give me your big pieces","Father_name do give me your big piece","declarative","n:prop mod v pro:obj det:poss adj n","HSLLD","Target_Child",569
"731",1083638,2725,48.6252284441159,"but chocolate gives me a tummy+ache","but chocolate give me a","declarative","conj n v pro:obj det:art","HSLLD","Target_Child",627
"732",1085448,2725,45.4608924207889,"well at least I didn't know they gave presents to people","well at least I do know they give present to person","declarative","co prep n pro:sub mod v pro:sub v n prep n","HSLLD","Target_Child",276
"733",1085520,2725,45.4608924207889,"but at least I didn't give Melanie a present","but at least I do give Melanie a present","declarative","conj prep n pro:sub mod v n:prop det:art n","HSLLD","Target_Child",283
"734",1085603,2725,45.4608924207889,"but they didn't give me a present present on my birthday","but they do give me a present on my","declarative","conj pro:sub mod v pro:obj det:art adj prep det:poss","HSLLD","Target_Child",291
"735",1085709,2725,45.4608924207889,"did they Ma give me the pin cushion um tapes","do they Ma give me the pin cushion tape","question","mod pro:sub n:prop v pro:obj det:art n n n","HSLLD","Target_Child",302
"736",1086024,2725,45.0994886958664,"give me these","give me these","interruption","v pro:obj pro:dem","HSLLD","Target_Child",9
"737",1086056,2725,45.0994886958664,"give me it","give me it","imperative_emphatic","v pro:obj pro:per","HSLLD","Target_Child",12
"738",1086329,2725,46.6251873755108,"you didn't give me that much food","you do give me that much food","declarative","pro:per mod v pro:obj comp qn n","HSLLD","Target_Child",339
"739",1086855,2725,48.9866321690384,"good then give me some milk","good then give me some milk","declarative","adj adv:tem v pro:obj qn n","HSLLD","Target_Child",43
"740",1087068,2725,51.2967412061849,"you can give me it","you can give me it","declarative","pro:per mod v pro:obj pro:per","HSLLD","Target_Child",19
"741",1087614,2725,48.9866321690384,"and you give me some more milk","and you give me some more milk","declarative","coord pro:per v pro:obj qn qn n","HSLLD","Target_Child",102
"742",1087805,2725,45.4608924207889,"love is something if you give it away give it away","love be something if you give it away give it away","declarative","n cop pro:indef conj pro:per v pro:per adv v pro:per adv","HSLLD","Target_Child",488
"743",1087813,2725,45.4608924207889,"love is something if you give it away you end up having more","love be something if you give it away you end up have more","declarative","n cop pro:indef conj pro:per v pro:per adv pro:per v adv part pro:indef","HSLLD","Target_Child",489
"744",1087843,2725,45.4608924207889,"love is something if you give it away give it away","love be something if you give it away give it away","declarative","n cop pro:indef conj pro:per v pro:per adv v pro:per adv","HSLLD","Target_Child",492
"745",1087858,2725,45.4608924207889,"love is something if you give it away you end up having more","love be something if you give it away you end up have more","declarative","n cop pro:indef conj pro:per v pro:per adv pro:per v adv part pro:indef","HSLLD","Target_Child",493
"746",1088474,2725,43.7565453089386,"Heather gave me her spoon","Heather give me her spoon","declarative","n:prop v pro:obj det:poss n","HSLLD","Target_Child",119
"747",1088558,2725,51.4281607425204,"give me some xxx","give me some","declarative","v pro:obj qn","HSLLD","Target_Child",156
"748",1088871,2725,43.1651573954291,"can you give me another bite","can you give me another bite","question","mod pro:per v pro:obj qn n","HSLLD","Target_Child",341
"749",1089212,2725,59.2640505965215,"Gene's gonna give me juice","Gene go give me juice","imperative_emphatic","adj part v pro:obj n","HSLLD","Target_Child",25
"750",1089256,2725,59.2640505965215,"xxx Gene's gonna give me juice so stop bothering me","Gene go give me juice so stop bother me","declarative","n:prop part v pro:obj n co n part pro:obj","HSLLD","Target_Child",30
"751",1089639,2725,47.7566274461488,"Mommy can you give me one of those","Mommy can you give me one of those","question","n:prop mod pro:per v pro:obj pro:indef prep pro:dem","HSLLD","Target_Child",8
"752",1089648,2725,47.7566274461488,"can you give me a plate","can you give me a plate","question","mod pro:per v pro:obj det:art n","HSLLD","Target_Child",9
"753",1089720,2725,47.7566274461488,"can you give me one of those","can you give me one of those","question","mod pro:per v pro:obj pro:indef prep pro:dem","HSLLD","Target_Child",16
"754",1089742,2725,47.7566274461488,"please can you give me a plate","please can you give me a plate","question","co mod pro:per v pro:obj det:art n","HSLLD","Target_Child",18
"755",1089992,2725,47.7566274461488,"what does Steve give me","what do Steve give me","question","pro:int mod n:prop v pro:obj","HSLLD","Target_Child",52
"756",1090449,2725,47.7566274461488,"give me that I like it","give me that I like it","declarative","v pro:obj pro:rel pro:sub v pro:per","HSLLD","Target_Child",123
"757",1091923,2725,47.8880469824842,"I'll give it to you","I give it to you","declarative","pro:sub v pro:per prep pro:per","HSLLD","Target_Child",310
"758",1091957,2725,47.8880469824842,"well I'll give it to you","well I give it to you","declarative","co pro:sub v pro:per prep pro:per","HSLLD","Target_Child",316
"759",1092788,2725,48.1652600669418,"well because he give me a headache","well because he give me a","declarative","co conj pro:sub v pro:obj det:art","HSLLD","Target_Child",221
"760",1094744,2725,48.3295344873611,"because the lobsters w w w when w when the fishing officers did this they get got ta give them a french fry","because the lobster when the fish officer do this they get to give them a french fry","declarative","conj det:art n conj det:art n:gerund n v det:dem pro:sub v inf v pro:obj det:art adj n","HSLLD","Target_Child",308
"761",1094749,2725,46.8551715640978,"I xxx talking xxx give me that","I talk give me that","imperative_emphatic","pro:sub n:gerund v pro:obj comp","HSLLD","Target_Child",271
"762",1094758,2725,46.8551715640978,"give it to me","give it to me","declarative","v pro:per prep pro:obj","HSLLD","Target_Child",272
"763",1094934,2725,45.8222961457114,"give me some","give me some","declarative","v pro:obj qn","HSLLD","Target_Child",48
"764",1096514,2725,46.4609129550915,"give me a cup of xxx","give me a cup of","declarative","v pro:obj det:art n prep","HSLLD","Target_Child",10
"765",1096537,2725,46.4609129550915,"give me a cup of xxx","give me a cup of","declarative","v pro:obj det:art n prep","HSLLD","Target_Child",12
"766",1097264,2725,45.920860797963,"because Melissa because xxx give me a hug because I was sad","because because give me a hug because I be sad","declarative","conj conj v pro:obj det:art n conj pro:sub cop adj","HSLLD","Target_Child",148
"767",1098311,2725,48.3295344873611,"I I I give them I'll give them super punches","I give them super punch","imperative_emphatic","pro:sub v pro:obj adj n","HSLLD","Target_Child",656
"768",1098357,2725,48.3295344873611,"I'll give him three four punches","I give him three four punch","declarative","pro:sub v pro:obj det:num det:num n","HSLLD","Target_Child",660
"769",1100903,2725,46.5266227232592,"give it","give it","imperative_emphatic","v pro:per","HSLLD","Target_Child",325
"770",1100912,2725,46.5266227232592,"give it back","give it back","imperative_emphatic","v pro:per adv","HSLLD","Target_Child",326
"771",1101583,2725,51.4610156266042,"I give daddy some too","I give daddy some too","declarative","pro:sub v n qn adv","HSLLD","Target_Child",459
"772",1101594,2725,51.4610156266042,"give daddy some too","give daddy some too","declarative","v n qn adv","HSLLD","Target_Child",460
"773",1101651,2725,50.4938499763856,"Mom you needta give me some other blocks","Mom you need give me some other block","declarative","n:prop pro:per v v pro:obj qn qn n","HSLLD","Target_Child",83
"774",1101723,2725,46.5266227232592,"y'all better behave or I'm not gonna give y'all no breakfast","y'all good behave or I not go give y'all no breakfast","declarative","dia adj v coord pro:sub neg part v dia qn n","HSLLD","Target_Child",415
"775",1102031,2725,50.4938499763856,"then give me the bus","then give me the bus","declarative","adv:tem v pro:obj det:art n","HSLLD","Target_Child",122
"776",1102090,2725,50.4938499763856,"give me a other xxx","give me a other","declarative","v pro:obj det:art qn","HSLLD","Target_Child",130
"777",1102282,2725,46.5266227232592,"if somebody willn't behave I xxx I'm not gonna give you no more more eggs and and peas","if somebody will behave I not go give you no more egg and pea","declarative","conj pro:indef mod v pro:sub neg part v pro:per qn qn n coord n","HSLLD","Target_Child",488
"778",1102396,2725,46.5266227232592,"if y'all willn't behave I'm not gonna give xxx","if y'all will behave I not go give","interruption","conj dia mod v pro:sub neg part v","HSLLD","Target_Child",501
"779",1102442,2725,48.9537772849545,"wait Mommy you gave me a little bit of this","wait Mommy you give me a little bit of this","declarative","v n:prop pro:per v pro:obj det:art adj n prep pro:dem","HSLLD","Target_Child",197
"780",1102445,2725,45.8222961457114,"give me","give me","declarative","v pro:obj","HSLLD","Target_Child",21
"781",1103787,2725,48.9537772849545,"and remember J P gave xxx the hat","and remember J P give the hat","declarative","coord v n:let n:let v det:art n","HSLLD","Target_Child",341
"782",1103866,2725,48.9537772849545,"should of go up and give it to him","should of go up and give it to him","declarative","mod prep v adv coord v pro:per prep pro:obj","HSLLD","Target_Child",348
"783",1104131,2725,48.9537772849545,"he gave me to um to the bus","he give me to the bus","declarative","pro:sub v pro:obj prep det:art n","HSLLD","Target_Child",374
"784",1104308,2725,47.6909176779811,"Mom I'm giving the salt to you","Mom I give the salt to you","declarative","n:prop pro:sub part det:art n prep pro:per","HSLLD","Target_Child",30
"785",1104359,2725,47.6909176779811,"Mom will you give me the foot","Mom will you give me the foot","question","n:prop mod pro:per v pro:obj det:art n","HSLLD","Target_Child",35
"786",1104694,2725,48.2966796032773,"did they give me a book Mot","do they give me a book Mot","question","mod pro:sub v pro:obj det:art n n:prop","HSLLD","Target_Child",63
"787",1105267,2725,48.2966796032773,"both your mother and you would hear it what would you give to him","both your mother and you will hear it what will you give to him","question","qn det:poss n coord pro:per mod v pro:per pro:int mod pro:per v prep pro:obj","HSLLD","Target_Child",129
"788",1105409,2725,47.3952237212263,"give me mine","give me mine","declarative","v pro:obj pro:poss","HSLLD","Target_Child",31
"789",1105901,2725,45.5266021889567,"give me another piece","give me another piece","declarative","v pro:obj qn n","HSLLD","Target_Child",176
"790",1106470,2725,44.0337583933962,"give me xxx","give me","declarative","v pro:obj","HSLLD","Target_Child",154
"791",1106866,2808,51.4281607425204,"give me some xxx","give me some","declarative","v pro:obj qn","HSLLD","Target_Child",157
"792",1108332,2725,47.3952237212263,"Daddy I need I I give me the ketchup","Daddy I give me the ketchup","declarative","n:prop pro:sub v pro:obj det:art n","HSLLD","Target_Child",333
"793",1110193,2725,45.5266021889567,"I give it to you","I give it to you","declarative","pro:sub v pro:per prep pro:per","HSLLD","Target_Child",602
"794",1110589,2725,43.657980656687,"you gave me a little bit applesauce now I'm gonna eat my sandwich up","you give me a little bit now I go eat my sandwich up","declarative","pro:per v pro:obj det:art adj n adv pro:sub part v det:poss n adv","HSLLD","Target_Child",708
"795",1112416,2725,46.6251873755108,"give me it","give me it","imperative_emphatic","v pro:obj pro:per","HSLLD","Target_Child",11
"796",1112528,2725,46.6251873755108,"give that other piece","give that other piece","declarative","v adv qn n","HSLLD","Target_Child",409
"797",1114940,2725,50.2967206718824,"oh give me all the people that goes in the bus","oh give me all the person that go in the bus","declarative","co v pro:obj qn det:art n pro:rel v adv det:art n","HSLLD","Target_Child",157
"798",1116023,2850,48.5595186759482,"I'll give you some","I give you some","declarative","pro:sub v pro:per qn","HSLLD","Target_Child",60
"799",1116228,2725,50.2967206718824,"give me another one","give me another one","declarative","v pro:obj qn pro:indef","HSLLD","Target_Child",290
"800",1116601,2725,45.2966180003696,"give me it","give me it","declarative","v pro:obj pro:per","HSLLD","Target_Child",58
"801",1118407,2725,45.4937473048728,"give me it","give me it","declarative","v pro:obj pro:per","HSLLD","Target_Child",187
"802",1118510,2725,45.7237314934598,"give me","give me","imperative_emphatic","v pro:obj","HSLLD","Target_Child",438
"803",1118541,2725,45.7237314934598,"give me","give me","imperative_emphatic","v pro:obj","HSLLD","Target_Child",441
"804",1118994,2725,45.4937473048728,"now give me the whole thing","now give me the whole thing","declarative","adv v pro:obj det:art adj n","HSLLD","Target_Child",244
"805",1119801,2725,45.4937473048728,"mommy I want you to give me a bike","mommy I want you to give me a bike","declarative","n pro:sub v pro:per inf v pro:obj det:art n","HSLLD","Target_Child",358
"806",1121067,2725,45.4937473048728,"xxx gonna give you whipping xxx","go give you whip","declarative","part v pro:per part","HSLLD","Target_Child",128
"807",1121821,2725,45.4937473048728,"give them to me xxx mister xxx right now","give them to me mister right now","declarative","v pro:obj prep pro:obj n adv adv","HSLLD","Target_Child",208
"808",1122779,2725,45.0994886958664,"and give me that yellow car","and give me that yellow car","declarative","coord v pro:obj det:dem n n","HSLLD","Target_Child",344
"809",1123531,2725,48.9537772849545,"give me it","give me it","declarative","v pro:obj pro:per","HSLLD","Target_Child",418
"810",1124385,2725,52.4610361609068,"give me the red cup","give me the red cup","declarative","v pro:obj det:art n n","HSLLD","Target_Child",189
"811",1124460,2725,52.4610361609068,"give me your red cup Joe","give me your red cup Joe","declarative","v pro:obj det:poss adj n n:prop","HSLLD","Target_Child",198
"812",1125488,2725,48.9537772849545,"I gave you a lot","I give you a lot","declarative","pro:sub v pro:per det:art n","HSLLD","Target_Child",651
"813",1126961,2725,52.4610361609068,"I didn't give you a lot of sugar","I do give you a lot of sugar","declarative","pro:sub mod v pro:per det:art n prep n","HSLLD","Target_Child",386
"814",1127745,2725,45.5594570730405,"I gave you all of it","I give you all of it","imperative_emphatic","pro:sub v pro:per adv prep pro:per","HSLLD","Target_Child",175
"815",1129027,2725,45.5594570730405,"Mom look_it the I'll give you some tea April","Mom look_it I give you some tea April","imperative_emphatic","n:prop co pro:sub v pro:per qn n n:prop","HSLLD","Target_Child",282
"816",1129037,2725,45.5594570730405,"April I'll give you some tea","April I give you some tea","imperative_emphatic","n:prop pro:sub v pro:per qn n","HSLLD","Target_Child",283
"817",1130206,2725,48.7237930963675,"give me a soup","give me a soup","declarative","v pro:obj det:art n","HSLLD","Target_Child",286
"818",1130230,2725,48.7237930963675,"give me a soup","give me a soup","imperative_emphatic","v pro:obj det:art n","HSLLD","Target_Child",288
"819",1131846,2725,47.5594981416456,"I'm giving him a bottle","I give him a bottle","declarative","pro:sub part pro:obj det:art n","HSLLD","Target_Child",153
"820",1133362,2725,50.4281402082178,"M Miss Karen al already gave me and Dan me and Danielle this","Miss Karen already give me and Danielle this","declarative","n:prop n:prop adv v pro:obj coord n:prop pro:dem","HSLLD","Target_Child",95
"821",1134679,2725,45.8222961457114,"give me the fire help me","give me the fire help me","imperative_emphatic","v pro:obj det:art n v pro:obj","HSLLD","Target_Child",244
"822",1135760,2725,47.6909176779811,"give me all the pieces","give me all the piece","declarative","v pro:obj qn det:art n","HSLLD","Target_Child",14
"823",1137508,2725,53.1653627384546,"I gave you some","I give you some","declarative","pro:sub v pro:per qn","HSLLD","Target_Child",208
"824",1140107,2725,46.5266227232592,"give me that banana soap","give me that banana soap","declarative","v pro:obj det:dem n n","HSLLD","Target_Child",290
"825",1147430,2725,57.9868169777614,"I'm giving books out to people","I give book out to person","declarative","pro:sub part n adv prep n","HSLLD","Target_Child",226
"826",1154773,2725,50.5595597445533,"take and he gives us some cereal","and he give us some cereal","declarative","coord pro:sub v pro:obj qn n","HSLLD","Target_Child",38
"827",1158363,2725,57.362574180168,"I wanted to give xxx something special and I did it","I want to give something special and I do it","declarative","pro:sub v inf v pro:indef adj coord pro:sub mod pro:per","HSLLD","Target_Child",197
"828",1159556,2725,57.1982997597487,"xxx gave me a hard one","give me a hard one","declarative","v pro:obj det:art adj pro:indef","HSLLD","Target_Child",47
"829",1159562,2725,57.1982997597487,"xxx gave me a harder one","give me a hard one","declarative","v pro:obj det:art adj pro:indef","HSLLD","Target_Child",49
"830",1159859,2725,58.7897082075607,"mommy mommy why yesterday you gave those toys away","mommy mommy why yesterday you give those toy away","declarative","n n pro:rel adv:tem pro:per v det:dem n adv","HSLLD","Target_Child",100
"831",1159892,2725,59.9211482781987,"I mean I gave her three bites","I mean I give her three bite","imperative_emphatic","pro:sub v pro:sub v det:poss det:num n","HSLLD","Target_Child",216
"832",1159893,2725,58.7897082075607,"mom then the just gave it away Ma","mom then the just give it away Ma","declarative","n adv:tem det:art adj v pro:per adv n:prop","HSLLD","Target_Child",107
"833",1159902,2725,58.7897082075607,"mom xxx the toy and that means you just gave it away","mom the toy and that mean you just give it away","declarative","n det:art n coord pro:dem v pro:per adv v pro:per adv","HSLLD","Target_Child",109
"834",1159919,2725,58.7897082075607,"I told I'm giving you more then myself","I tell I give you more then myself","declarative","pro:sub v pro:sub part pro:per adv adv:tem pro:refl","HSLLD","Target_Child",113
"835",1159924,2725,58.7897082075607,"I gave you the best monkey to Sis because she um get um okay","I give you the good monkey to Sis because she get okay","question","pro:sub v pro:per det:art adj n prep n:prop conj pro:sub v adj","HSLLD","Target_Child",114
"836",1162763,2725,49.1981354853282,"can you give me some salad Mot","can you give me some salad Mot","question","mod pro:per v pro:obj qn n n:prop","HSLLD","Target_Child",241
"837",1163055,2725,59.1654859442699,"xxx gives us money","give us money","imperative_emphatic","v pro:obj n","HSLLD","Target_Child",93
"838",1163751,2725,58.7897082075607,"give me my car","give me my car","imperative_emphatic","v pro:obj det:poss n","HSLLD","Target_Child",563
"839",1165810,2725,56.9539415593749,"yup that's how I give kisses","yup that how I give kiss","declarative","co pro:dem pro:int pro:sub v n","HSLLD","Target_Child",242
"840",1166051,2725,59.1654859442699,"give me a spoon","give me a spoon","declarative","v pro:obj det:art n","HSLLD","Target_Child",438
"841",1166128,2725,57.5268486005873,"xxx give me kissy kissy kissy kiss please","give me kiss kiss kiss kiss please","question","v pro:obj adj adj adj n co","HSLLD","Target_Child",154
"842",1166575,2725,57.9868169777614,"the people that gave xxx the tape recorder","the person that give the tape record","question","det:art n pro:rel v det:art n n","HSLLD","Target_Child",160
"843",1166969,2725,54.1325283886733,"give them all to Kris","give them all to Kris","declarative","v pro:obj post prep n:prop","HSLLD","Target_Child",704
"844",1166987,2725,54.1325283886733,"maybe we give those to David","maybe we give those to David","declarative","adv pro:sub v det:dem inf n:prop","HSLLD","Target_Child",706
"845",1168510,2725,57.4939937165034,"mom xxx why did you give this to me because I want that","mom why do you give this to me because I want that","declarative","n pro:rel mod pro:per v det:dem inf pro:obj conj pro:sub v pro:dem","HSLLD","Target_Child",89
"846",1175619,2725,59.7568738577794,"you giving me other stuff","you give me other stuff","question","pro:per part pro:obj qn n","HSLLD","Target_Child",527
"847",1175965,2725,55.0339842707242,"no give me back xxx","no give me back","declarative","co v pro:obj adv","HSLLD","Target_Child",301
"848",1177688,2725,58.7897082075607,"give me the telephone","give me the telephone","declarative","v pro:obj det:art n","HSLLD","Target_Child",42
"849",1180030,2725,51.4281607425204,"well we'll just give her black hair","well we just give her black hair","declarative","co pro:sub adv v det:poss n n","HSLLD","Target_Child",43
"850",1180679,2725,53.0339432021191,"give it to her","give it to her","declarative","v pro:per prep pro:obj","HSLLD","Target_Child",22
"851",1180686,2725,53.0339432021191,"give her","give her","declarative","v pro:obj","HSLLD","Target_Child",23
"852",1180756,2725,50.5595597445533,"tell him to give it to me","tell him to give it to me","declarative","v pro:obj inf v pro:per prep pro:obj","HSLLD","Target_Child",130
"853",1180875,2725,50.5595597445533,"give me that","give me that","declarative","v pro:obj pro:dem","HSLLD","Target_Child",151
"854",1180954,2725,49.1981354853282,"because Pete gave it to him","because Pete give it to him","declarative","conj n:prop v pro:per prep pro:obj","HSLLD","Target_Child",281
"855",1181123,2725,50.5595597445533,"I'm going to give you","I go to give you","imperative_emphatic","pro:sub part inf v pro:per","HSLLD","Target_Child",204
"856",1181190,2725,53.0339432021191,"Bro give me a cup","Bro give me a cup","declarative","n:prop v pro:obj det:art n","HSLLD","Target_Child",121
"857",1181686,2725,53.0339432021191,"I give you some coffee","I give you some coffee","declarative","pro:sub v pro:per qn n","HSLLD","Target_Child",207
"858",1181903,2725,53.0339432021191,"give me some supper","give me some supper","imperative_emphatic","v pro:obj qn n","HSLLD","Target_Child",242
"859",1182178,2725,53.0339432021191,"now give me the xxx","now give me the","declarative","adv v pro:obj det:art","HSLLD","Target_Child",288
"860",1183331,2725,59.2640505965215,"will w well give me that phone","well give me that phone","question","co v pro:obj det:dem n","HSLLD","Target_Child",91
"861",1184038,2725,55.8553563728208,"I'll give you some more","I give you some more","declarative","pro:sub v pro:per qn pro:indef","HSLLD","Target_Child",216
"862",1185077,2725,56.9539415593749,"we gave you a all of it","we give you all of it","declarative","pro:sub v pro:per adv prep pro:per","HSLLD","Target_Child",404
"863",1185799,2725,52.9538594221647,"give me that other piece","give me that other piece","declarative","v pro:obj comp qn n","HSLLD","Target_Child",94
"864",1186327,2725,56.9539415593749,"alright I'll give you yummy soup","alright I give you yum soup","declarative","co pro:sub v pro:per adj n","HSLLD","Target_Child",569
"865",1187392,2725,55.3953879956467,"hey give","hey give","imperative_emphatic","co v","HSLLD","Target_Child",58
"866",1187398,2725,50.4281402082178,"hunhunh Granma give them to me","hunhunh Granma give them to me","declarative","co n:prop v pro:obj prep pro:obj","HSLLD","Target_Child",82
"867",1190607,2725,55.0339842707242,"now I'm gonna give him another piece","now I go give him another piece","declarative","adv pro:sub part v pro:obj qn n","HSLLD","Target_Child",259
"868",1191357,2725,53.29678227479,"um they give you fire","they give you fire","declarative","pro:sub v pro:per v","HSLLD","Target_Child",382
"869",1191507,2725,57.2311546438325,"I gave her that once","I give her that once","declarative","pro:sub v pro:obj comp adv","HSLLD","Target_Child",279
"870",1191513,2725,57.2311546438325,"give a dog a bone","give a dog a bone","declarative","v det:art n det:art n","HSLLD","Target_Child",9
"871",1192628,2725,57.2311546438325,"we gave her a going away present","we give her a go away present","declarative","pro:sub v pro:obj det:art n:gerund adv adv","HSLLD","Target_Child",148
"872",1194855,2725,53.29678227479,"play with the animals and give them something to eat","play with the animal and give them something to eat","imperative_emphatic","n prep det:art n coord v pro:obj pro:indef inf v","HSLLD","Target_Child",766
"873",1195979,2725,55.3625331115629,"okay give me the","okay give me the","trail off","co v pro:obj det:art","HSLLD","Target_Child",108
"874",1201871,2725,58.3625947144705,"so she's she she hasta give you a note","so she have give you a note","declarative","co pro:sub mod v pro:per det:art n","HSLLD","Target_Child",389
"875",1229491,2725,59.7568738577794,"she gave me a kiss","she give me a kiss","declarative","pro:sub v pro:obj det:art n","HSLLD","Target_Child",232
"876",1254687,2725,59.7568738577794,"remember they gave me","remember they give me","question","co pro:sub v pro:obj","HSLLD","Target_Child",235
"877",1254699,2725,59.7568738577794,"remember they gave me it","remember they give me it","question","co pro:sub v pro:obj pro:per","HSLLD","Target_Child",237
"878",1254708,2725,59.7568738577794,"remember they gave me it","remember they give me it","question","co pro:sub v pro:obj pro:per","HSLLD","Target_Child",239
"879",1259621,2725,52.9538594221647,"give me that other piece","give me that other piece","declarative","v pro:obj comp qn n","HSLLD","Target_Child",94
"880",1388410,3057,59.7240189736956,"ah he gives yeah","ah he give yeah","declarative","co pro:sub v co","Gelman","Target_Child",298
"881",1399688,3057,59.2311957124376,"yeah but you can't be scared and you hafta know what to do if stranger comes up to give you a piece of candy","yeah but you can be scare and you have know what to do if stranger come up to give you a piece of candy","declarative","co conj pro:per mod aux part coord pro:per mod v pro:int inf v comp n v adv inf v pro:per det:art n prep n","Gelman","Target_Child",349
"882",1400536,3057,59.2311957124376,"but but the other pe people can give the babies a bottle and and and then and but you hafta have um you hafta ask some the person that owns the baby","but but the other person can give the baby a bottle and and and then and but you have have you have ask some the person that own the baby","declarative","conj conj det:art qn n mod v det:art n det:art n coord coord coord adv:tem coord conj pro:per mod v pro:per mod v qn det:art n pro:rel v det:art n","Gelman","Target_Child",426
"883",1405652,3057,59.4940347851085,"it says who can can give the baby a bottle","it say who can can give the baby a bottle","question","pro:per v pro:rel n mod v det:art n det:art n","Gelman","Target_Child",156
